"account_id","notify_text","notify_relationship_status","notify_new_photo","notify_instagram","notify_remote","notify_feeling","last_instagram_notified","last_swipe_notified","remote_notification","powerlike_gift","notify_location","remote_notifications_sent","notify_birthday","birthday_notifications_sent","notify_market","notify_shoutout","xmas_newsletter_sent"
2686966,t,f,f,f,f,f,"","",,,f,"{13,20,21}",f,"{2017}",f,t,
3086697,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
135961,t,t,t,t,t,t,"","2016-02-01 04:40:26",,,t,"{10,13,16,17,18,21}",t,"",t,t,
281204,t,f,f,f,f,f,"","2016-02-01 00:56:44",,,t,"{10,13,20,21}",t,"",t,t,
1099171,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
2909293,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2955780,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3130941,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
445135,t,t,t,t,t,t,"","2016-02-01 07:40:19",,,t,"",t,"",t,t,
2985953,t,t,t,t,t,t,"","",,,t,"{20}",t,"",t,t,t
3264775,t,t,t,t,t,t,"","",,,t,"{20}",t,"{2017}",t,t,
2684219,t,t,t,t,t,t,"","",,,t,"{13,20,21}",t,"{2017}",t,t,
215046,t,f,t,f,f,t,"","2016-02-01 03:31:04",,,t,"{10,13,18,20,21}",f,"",t,t,t
567524,t,t,t,t,t,t,"","2016-01-31 23:54:32",,,t,"{10,13,20,21}",t,"",t,t,
2262672,t,t,t,t,t,t,"","",t,t,t,"{13,20,21}",t,"{2017}",t,t,
2838401,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,
253261,t,t,t,t,t,t,"","2016-01-31 02:54:14",,,t,"{10,13,20,21}",t,"",t,t,
2114557,t,t,t,t,t,t,"","",,t,t,"{20,21}",t,"",t,t,
3055438,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
867509,t,t,t,t,t,t,"","2016-01-30 23:39:54",,t,t,"{10}",t,"{2017}",t,t,
182758,t,t,t,t,t,t,"","2016-02-01 02:55:35",,,t,"{10,13,20,21}",t,"",t,t,
597772,t,t,t,t,t,t,"","2016-02-01 04:23:16",,,t,"{10,13,18,20,21}",t,"",t,t,
475854,t,t,t,t,t,t,"","2016-02-01 05:20:03",,,t,"{10,13,20,21}",t,"{2017}",t,t,
2910860,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
3030121,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,
1010888,t,t,t,t,t,t,"","",,t,t,"",t,"",t,t,
811313,t,t,t,t,t,t,"","2016-02-01 00:16:45",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
2631502,t,t,t,t,t,t,"","",,,t,"{13,20,21}",t,"{2017}",t,t,
3325507,t,t,t,t,t,t,"","",,,t,"{18,21}",t,"",t,t,
3121110,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
2706974,t,t,t,t,t,t,"","",,,t,"{13}",t,"",t,t,
3035579,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3271862,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,t
3244256,t,t,f,f,f,t,"","",,,t,"{18,20,21}",t,"",f,f,
3219180,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3335851,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3135833,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3205834,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
3122188,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3219497,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
3257459,f,f,f,f,f,f,"","",,,f,"{18,20,21}",f,"",f,f,t
1036246,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
3156563,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3040003,t,f,f,f,f,f,"","",,,f,"{20,21}",f,"{2017}",f,f,
3004443,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"{2017}",t,t,
2598335,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"{2017}",t,t,
2874805,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2383729,t,f,f,f,f,f,"","",,,t,"{10,13,18,20,21}",t,"{2016}",t,t,
2530915,t,t,t,t,t,t,"","",,,t,"{10,13,16,17,18,20,21}",t,"{2017}",t,t,
3278717,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,
3043094,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2917186,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2791861,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3378927,t,t,t,t,t,t,"","",,,t,"{18}",t,"",t,t,
346864,t,t,t,t,t,t,"","2016-01-28 20:26:45",,,t,"{10,13,20,21}",t,"",t,t,
588713,t,t,t,t,t,t,"","2015-12-16 12:10:05",,,t,"{18,20,21}",t,"{2017}",t,t,
236447,t,t,t,t,t,t,"","2016-02-01 05:20:00",,,t,"{10,13,18,20,21}",t,"",t,t,
2136260,t,t,t,t,t,t,"","",,t,t,"{10,13,16,17,18,20,21}",t,"",t,t,
853987,t,t,t,t,t,t,"","2016-02-01 07:34:24",,t,t,"{10,20,21}",t,"{2017}",t,t,
2914166,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2016}",t,t,
193717,t,t,t,t,t,t,"","2016-02-01 04:43:21",,,t,"{10,13,20,21}",t,"",t,t,
664761,t,t,t,t,t,t,"","2016-02-01 08:42:32",,t,t,"{10,13,20,21}",t,"{2017}",t,t,t
2395481,f,f,f,f,f,f,"","",,,t,"{10,13,16,17,18,20,21}",t,"",f,t,t
896374,t,t,t,t,t,t,"","2016-01-31 16:26:19",,t,t,"{10,16,17,18,20,21}",t,"{2017}",t,t,
3122848,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
2906532,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2959383,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
848455,t,t,t,t,t,t,"","2016-01-31 17:29:43",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
2878774,t,t,t,f,f,f,"","",,,t,"{16,17,18,20,21}",f,"{2017}",f,f,t
2964879,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
3082453,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3306639,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2788515,t,t,t,t,t,t,"","",,,t,"{18,20}",t,"{2017}",t,t,
3237159,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
1023870,t,t,t,t,t,t,"","",,t,t,"{20,21}",t,"",t,t,
3074630,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2534490,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"{2017}",t,t,
2298518,t,t,t,t,t,t,"","",,t,t,"{10,13,18,20,21}",t,"",t,t,
2982700,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3151653,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3160778,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,t
3051737,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"{2017}",t,t,
3007559,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,
3075793,t,t,t,t,t,t,"","",,,t,"{17,18,20,21}",t,"",t,t,
145817,t,t,t,t,t,t,"","2016-01-31 02:24:30",,,t,"{10,13,20,21}",t,"",t,t,
958513,t,f,f,f,t,f,"","",,t,t,"{10,13,16,17,18,20,21}",f,"{2016}",t,t,
3389522,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2566127,t,t,t,t,t,t,"","",,,t,"{10,13}",t,"",t,t,
471815,t,t,t,t,t,t,"","2016-02-01 04:21:00",,,t,"{10,13,16,17,18,20,21}",t,"{2017}",t,t,
3038194,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2748029,t,t,t,t,t,t,"","",,,t,"{13,16,17,18,20,21}",t,"{2016}",t,t,
3372032,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2841898,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,t
3044742,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"{2017}",t,t,
3359790,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3131240,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
2621251,f,f,f,f,f,f,"","",,,f,"{10,13,20,21}",f,"",f,t,
3030147,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2367437,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3038903,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2554865,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3243852,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
107817,t,t,t,t,t,t,"","2016-01-31 00:21:12",,,t,"{10,13,18,20,21}",t,"",t,t,
3068441,t,t,t,t,t,t,"","",,,t,"{17,18,20,21}",t,"{2017}",t,t,
225768,t,t,t,t,t,t,"","2016-02-01 04:26:25",,,t,"{10,13,20,21}",t,"",t,t,
2987947,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2882355,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
151300,t,t,t,t,t,t,"","2016-01-27 12:49:16",,,t,"{10,13,20,21}",t,"",t,t,
3246469,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2315786,t,f,f,f,f,t,"","",t,t,t,"{13,20,21}",t,"{2016}",t,t,
3002139,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
904507,t,t,t,t,t,t,"","2016-01-31 13:04:32",,t,t,"",t,"",t,t,
2311898,t,t,t,t,t,t,"","",t,t,t,"{13,16,17,18,20,21}",t,"",t,t,
2946142,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2962338,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2216060,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"",t,t,
526469,t,t,t,t,t,t,"","2016-02-01 00:59:56",,,t,"{10,13}",t,"",t,t,
2364642,t,f,f,f,f,f,"","",t,,t,"{13,18,20,21}",t,"{2017}",t,t,
3276679,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,
3082581,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2980086,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2997726,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2538449,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"",t,t,
2960295,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3354203,f,t,t,t,t,t,"","",,t,t,"{18,21}",f,"{2017}",t,f,t
2644174,t,t,t,t,t,t,"","",,,t,"{13,18,20,21}",t,"",t,t,
3106616,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3274847,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,f,
2678348,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3119963,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
113527,t,f,f,f,f,f,"","2016-02-01 04:20:41",,,f,"{10,13,20,21}",f,"",f,f,t
199849,t,t,t,t,t,t,"","2016-02-01 04:54:19",,,t,"{10,13,20,21}",t,"{2016}",t,t,
3345649,t,t,t,t,t,t,"","",,t,t,"",t,"",t,t,
295416,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"",t,t,
2991148,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,t
3008733,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"{2017}",t,t,
2974589,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2635358,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
1063551,t,t,t,t,t,t,"","",,t,t,"{21}",t,"",t,t,
3130661,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3092460,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2936583,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,t
2676800,t,t,t,t,t,t,"","",,,t,"{13,20,21}",t,"",t,t,
3208817,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2968154,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3255750,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2490816,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"{2016}",t,t,
2907805,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,
3216830,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
2907005,f,f,f,f,f,f,"","",,,t,"{20,21}",f,"",t,t,t
3290170,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2685244,t,t,t,t,t,t,"","",,,t,"{13,18,20,21}",t,"",t,t,
2995876,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3086320,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3142528,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3148831,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2659824,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2570714,t,t,t,t,t,t,"","",,,t,"{13}",t,"{2016}",t,t,
3013685,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2248401,t,t,t,t,t,t,"","",t,t,t,"{13,18,20,21}",t,"{2017}",t,t,t
3097064,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
133940,t,t,t,t,t,t,"","2016-02-01 02:19:05",,,t,"{10,13,18,20,21}",t,"{2017}",t,t,
3280475,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,
3086226,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3320775,t,t,t,t,t,t,"","",,,t,"{18,21}",t,"",t,t,
295172,t,t,t,t,t,t,"","2016-02-01 07:27:27",,,t,"",t,"{2017}",t,t,
3329350,t,f,f,f,f,f,"","",,,t,"{18,21}",f,"",f,f,
2330878,t,t,t,t,t,t,"","",t,t,t,"{13,20,21}",t,"",t,t,
3159041,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2984193,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3053524,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
3174111,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
3385718,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
166609,t,f,f,f,f,f,"","2016-02-01 08:41:04",,,f,"{10,13,20,21}",f,"",f,f,
2943467,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"{2017}",t,t,
2833704,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2016}",t,t,t
778033,t,t,t,t,t,t,"","2016-02-01 02:18:33",,t,t,"{10,13,20,21}",t,"",t,t,
2474698,t,t,t,t,t,t,"","",,,t,"{10,13,18,20,21}",t,"{2017}",t,t,t
860393,t,t,t,t,t,t,"","2016-01-30 17:17:07",,t,t,"{10,13,18,20,21}",t,"",t,t,
3025050,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
394248,t,t,t,t,t,t,"","2016-01-31 19:21:49",,,t,"{10,13,20,21}",t,"{2017}",t,t,
2824797,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,
3157752,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
326889,t,t,t,t,f,t,"","2016-02-01 01:50:36",,,t,"{10,13,20,21}",f,"",f,t,t
2767460,t,t,t,f,t,t,"","",,,t,"{20,21}",t,"",t,t,t
3329108,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2275722,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"",t,t,
2114626,t,t,t,t,t,t,"","",,t,t,"{10,13,16,17,18,20,21}",t,"",t,t,
3260852,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
630572,t,f,f,f,f,f,"","2016-02-01 01:12:02",,t,t,"{10,13,20,21}",t,"{2016}",t,t,
355804,t,t,t,t,t,t,"","2016-02-01 07:43:10",,,t,"{10,13,20,21}",t,"",t,t,
514250,t,t,t,t,t,t,"","2016-02-01 03:18:52",,,t,"{10,13,20,21}",t,"",t,t,
2400077,f,f,f,f,f,f,"","",,,t,"{10,13,20,21}",t,"{2017}",t,t,
2403338,t,t,t,t,t,t,"","",,,t,"{10,13,18,20,21}",t,"{2017}",t,t,
2997449,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2692070,t,t,t,t,t,t,"","",,,t,"{13,20,21}",t,"",t,t,
2924228,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3280418,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3170991,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3385749,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2044049,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
2978062,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
998896,t,t,t,t,t,t,"","",,t,t,"{10,13,16,17,18,20,21}",t,"",t,t,
2108311,t,t,f,t,t,t,"","",,t,t,"{10,13,16,17,18,20,21}",t,"",t,t,
2925807,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
3100105,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2436224,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"{2016}",t,t,
3212058,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2270597,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
2544557,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2896116,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
276976,t,t,t,t,t,t,"","2016-02-01 09:26:52",,,t,"{10,13,18,20,21}",t,"{2016}",t,t,
2926751,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"{2016}",t,t,
3362022,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3122461,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
959740,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"{2016}",t,t,
2918826,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,
2118193,t,t,t,t,t,t,"","",,t,t,"{10}",t,"",t,t,
2757326,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3006700,f,f,f,f,f,f,"","",,,f,"",f,"",f,f,
2893417,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"{2017}",t,t,
3037596,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"{2017}",t,t,
2424514,t,t,t,t,t,t,"","",,,t,"{10,20,21}",t,"",t,t,
3011152,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3002147,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
3025371,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3115181,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3334690,t,t,t,t,t,t,"","",,,t,"{18,21}",t,"",t,t,
2911091,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2016}",t,t,
3066478,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2917777,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
2947376,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,t
3082628,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3042652,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3347326,t,t,t,t,t,t,"","",,t,t,"{21}",t,"",t,t,
3084278,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2442567,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"",t,t,
3256853,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3063061,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3084107,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
2910432,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"",t,t,
2982471,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3071162,f,t,t,t,t,f,"","",,,t,"{20,21}",t,"",t,t,t
3380398,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3375656,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2818003,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
1050588,t,t,t,t,t,t,"","",,t,t,"{10,13,18,20,21}",t,"{2017}",t,t,
2678594,t,t,t,t,t,t,"","",,,t,"{13,20,21}",t,"{2017}",t,t,
3247795,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
124198,t,t,t,t,t,t,"","2016-02-01 04:39:56",,,t,"{10,13,16,17,18,20,21}",t,"",t,t,
324575,t,t,t,t,t,t,"","2016-02-01 03:33:18",,,t,"{10,13,20,21}",t,"",t,t,
3282196,t,t,t,t,t,t,"","",,,t,"{18,21}",t,"{2017}",t,t,t
3241729,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2961821,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2340765,t,t,t,t,t,t,"","",,t,t,"{10,13,20,21}",t,"{2017}",t,t,t
3233940,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3218232,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
167508,t,t,t,t,t,t,"","2016-02-01 06:26:17",,,t,"{10,13,16,17,18,20,21}",t,"",t,t,
3000610,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3298488,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,
2221647,t,t,t,t,t,t,"","",t,t,t,"{13,20,21}",t,"",t,t,
3029478,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3001397,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
854683,t,t,t,t,t,t,"","2016-02-01 04:25:20",,t,t,"",t,"",t,t,
899111,f,t,t,f,t,t,"","2016-01-31 16:14:38",,t,t,"{10,13,16,17,18,20,21}",t,"{2017}",t,t,t
2791340,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"{2017}",t,t,t
2845678,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
3058878,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
733899,t,t,t,t,t,t,"","2016-02-01 04:31:04",,t,t,"",t,"",t,t,
3268920,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,t
3077447,t,t,t,t,t,t,"","",,,t,"{17,18,20,21}",t,"",t,t,
3366994,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2365537,t,t,t,t,t,t,"","",,,t,"{10,13,20,21}",t,"",t,t,
3054074,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
364169,t,t,t,t,t,t,"","2016-02-01 01:23:01",,,t,"{10,13,20,21}",t,"{2017}",t,t,
2534120,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3224348,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
337829,t,t,t,t,t,t,"","2015-08-22 02:18:19",,,t,"",t,"",t,t,
871679,t,t,t,t,t,t,"","2016-01-31 12:07:41",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
3027033,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"{2017}",t,t,
2652957,t,t,t,t,t,t,"","",,,t,"{13,20,21}",t,"",t,t,
2785237,f,f,f,f,f,f,"","",,,f,"",f,"{2017}",f,t,
3000830,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3387460,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2234102,t,t,t,t,t,t,"","",t,t,t,"{13,16,17,18,20,21}",t,"",t,t,
3106856,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2427848,t,t,t,t,t,t,"","",,,t,"{10,13,16,17,18,20,21}",t,"{2017}",t,t,
3047491,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2719614,t,t,t,t,t,t,"","",,,t,"{13,18,20,21}",t,"",t,t,
3388907,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
502093,t,t,t,t,t,t,"","2016-02-01 00:04:38",,,t,"{10,13,16,17,18,20,21}",t,"{2016}",t,t,
249160,t,t,t,t,f,t,"","2016-02-01 07:13:08",,,t,"{10,13,20,21}",t,"",t,t,
3110242,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3341531,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
3284552,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,
2726409,t,t,t,t,t,t,"","",,,t,"{13,18,20,21}",t,"",t,t,
2925638,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2017}",t,t,
205072,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2922451,t,t,t,t,t,t,"","",,,t,"{16,17,18,20,21}",t,"{2017}",t,t,
3188838,t,f,f,f,t,f,"","",,,f,"{18,20,21}",t,"",t,t,
3066243,t,f,f,f,f,f,"","",,,f,"",f,"",f,f,
702041,t,t,t,t,t,t,"","2016-02-01 03:50:21",,t,t,"{10}",t,"{2017}",t,t,
3327516,t,t,t,t,t,t,"","",,,t,"{18}",t,"",t,t,
3297338,t,t,t,t,t,t,"","",,,t,"{21}",t,"",t,t,
3151958,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2744696,t,t,t,t,t,t,"","",,,t,"{13,18,20,21}",t,"{2016}",t,t,
2987789,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
899090,t,t,t,t,t,t,"","2016-01-31 16:36:59",,t,t,"{10,13,20,21}",t,"{2017}",t,t,
835773,t,t,t,t,t,t,"","2016-02-01 01:48:05",,t,t,"{10,13,15,18,20,21}",t,"",t,t,
3231240,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2905310,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,t
2914073,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2916626,t,t,t,t,t,t,"","",,,t,"",t,"{2017}",t,t,
2862745,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"{2016}",t,t,
2864280,t,t,t,t,t,t,"","",,,t,"{18,20,21}",t,"",t,t,
3308339,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,t
3044546,t,t,t,t,t,t,"","",,,t,"{20}",t,"",t,t,
3033744,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3081103,t,t,t,t,t,t,"","",,,t,"",t,"",t,t,
2977381,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
2970952,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
3361965,t,t,t,t,t,t,"","",,,t,"{18}",t,"",t,t,
2815782,t,t,t,t,t,t,"","",,,t,"{20,21}",t,"",t,t,
